optim,name_db,type_prob,score_type,run_total,time_limit,elapsed_time,num_rows,num_cols,num_classes,train_val_size,test_size,NFS,FINAL_SCORE_VAL,FINAL_SCORE_TST,name_file,model,best_feats
SKGENETICSOPT,VulNoneVul,binary,logloss,1,120.0,17.660724794864656,5692,16,2,2846,2846,11,0.04184813374706422,0.047571,VulNoneVul.csv,"LogisticRegression(C=0.012280193483315894, max_iter=5000)","Index(['cyclomaticNum', 'nestingDegree', 'SLOC', 'ALOC', 'localVars',
       'localPtrVars', 'pointerArgs', 'callers', 'height', 'cmps', 'jmps'],
      dtype='object')"
SKGENETICSOPT,VulNoneVul,binary,logloss,2,120.0,17.750907838344574,5692,16,2,2846,2846,8,0.040793022414374706,0.047756,VulNoneVul.csv,"LogisticRegression(C=0.028576554504782505, max_iter=5000)","Index(['nestingDegree', 'SLOC', 'ALOC', 'localVars', 'localPtrVars', 'height',
       'cmps', 'jmps'],
      dtype='object')"
SKGENETICSOPT,VulNoneVul,binary,logloss,3,120.0,17.56152857542038,5692,16,2,2846,2846,8,0.04059099086067878,0.047749,VulNoneVul.csv,"LogisticRegression(C=0.027747863136986184, max_iter=5000)","Index(['nestingDegree', 'SLOC', 'ALOC', 'localVars', 'localPtrVars', 'height',
       'cmps', 'jmps'],
      dtype='object')"
SKGENETICSOPT,VulNoneVul,binary,logloss,4,120.0,17.826236999034883,5692,16,2,2846,2846,8,0.041819487155161914,0.047639,VulNoneVul.csv,"LogisticRegression(C=0.01367080564851405, max_iter=5000)","Index(['nestingDegree', 'SLOC', 'ALOC', 'localVars', 'localPtrVars', 'height',
       'cmps', 'jmps'],
      dtype='object')"
SKGENETICSOPT,Intersectional-Bias-Assessment-(Training-Data),binary,logloss,0,120.0,20.808933238188427,10000,24,2,5000,5000,18,0.049796638346650185,0.038759,Intersectional.csv,"LogisticRegression(C=1.4878903510390822, max_iter=5000)","Index(['Sex_Female', 'Sex_Male', 'Race_Black', 'Race_White',
       'Housing_Unstable', 'Delay_No', 'Anhedonia', 'Dep_Mood', 'Tired',
       'Rumination', 'Concentration', 'Psychomotor', 'Delusion', 'Suspicious',
       'Withdrawal', 'Passive', 'Tension', 'Unusual_Thought'],
      dtype='object')"
SKGENETICSOPT,Intersectional-Bias-Assessment-(Training-Data),binary,logloss,1,120.0,20.61788805325826,10000,24,2,5000,5000,19,0.05118344335487359,0.039468,Intersectional.csv,"LogisticRegression(C=1.411112808110136, max_iter=5000)","Index(['Sex_Male', 'Race_Asian', 'Race_Black', 'Race_Hispanic', 'Race_White',
       'Housing_Stable', 'Delay_Yes', 'Anhedonia', 'Dep_Mood', 'Tired',
       'Appetite', 'Rumination', 'Concentration', 'Psychomotor', 'Delusion',
       'Suspicious', 'Passive', 'Tension', 'Unusual_Thought'],
      dtype='object')"
SKGENETICSOPT,Intersectional-Bias-Assessment-(Training-Data),binary,logloss,2,120.0,20.72001592318217,10000,24,2,5000,5000,17,0.049733828014729795,0.038648,Intersectional.csv,"LogisticRegression(C=1.688533529167825, max_iter=5000)","Index(['Sex_Female', 'Race_Black', 'Race_White', 'Housing_Stable', 'Delay_No',
       'Anhedonia', 'Dep_Mood', 'Sleep', 'Tired', 'Rumination',
       'Concentration', 'Psychomotor', 'Delusion', 'Suspicious', 'Withdrawal',
       'Tension', 'Unusual_Thought'],
      dtype='object')"
SKGENETICSOPT,Intersectional-Bias-Assessment-(Training-Data),binary,logloss,3,120.0,20.463687121868134,10000,24,2,5000,5000,17,0.0507730433958218,0.038752,Intersectional.csv,"LogisticRegression(C=1.4045529507486552, max_iter=5000)","Index(['Sex_Male', 'Race_Black', 'Race_White', 'Housing_Stable', 'Delay_Yes',
       'Anhedonia', 'Dep_Mood', 'Sleep', 'Tired', 'Rumination',
       'Concentration', 'Psychomotor', 'Delusion', 'Suspicious', 'Withdrawal',
       'Tension', 'Unusual_Thought'],
      dtype='object')"
SKGENETICSOPT,Intersectional-Bias-Assessment-(Training-Data),binary,logloss,4,120.0,20.81769388516744,10000,24,2,5000,5000,18,0.05065519268250659,0.038838,Intersectional.csv,"LogisticRegression(C=1.3830587905320528, max_iter=5000)","Index(['Sex_Male', 'Race_Black', 'Race_Hispanic', 'Race_White',
       'Housing_Stable', 'Delay_No', 'Anhedonia', 'Dep_Mood', 'Tired',
       'Appetite', 'Rumination', 'Concentration', 'Psychomotor', 'Delusion',
       'Suspicious', 'Withdrawal', 'Tension', 'Unusual_Thought'],
      dtype='object')"
SKGENETICSOPT,turing_binary,binary,logloss,0,120.0,19.9813796321551,10000,26,2,5000,5000,12,0.569785929239999,0.573771,turing.csv,"LogisticRegression(C=0.07894011498676573, max_iter=5000)","Index(['Gender_Female', 'Gender_Male', 'Ethnicity_Asian', 'Ethnicity_Hispanic',
       'Ethnicity_White', '0', '1', '2', '4', '5', '10', '15'],
      dtype='object')"
SKGENETICSOPT,turing_binary,binary,logloss,1,120.0,19.603604729970296,10000,26,2,5000,5000,12,0.5701097919955058,0.574224,turing.csv,"LogisticRegression(C=0.1705096941378291, max_iter=5000)","Index(['Gender_Male', 'Ethnicity_Black', 'Ethnicity_Hispanic',
       'Ethnicity_White', '0', '1', '2', '4', '8', '13', '14', '15'],
      dtype='object')"
SKGENETICSOPT,turing_binary,binary,logloss,2,120.0,19.74713302453359,10000,26,2,5000,5000,9,0.5706922581157523,0.57368,turing.csv,"LogisticRegression(C=0.07578765404761548, max_iter=5000)","Index(['Gender_Female', 'Ethnicity_Asian', 'Ethnicity_Black',
       'Ethnicity_White', '0', '1', '2', '4', '5'],
      dtype='object')"
SKGENETICSOPT,turing_binary,binary,logloss,3,120.0,19.93917454878489,10000,26,2,5000,5000,12,0.5706577551561998,0.57415,turing.csv,"LogisticRegression(C=0.06247260701669778, max_iter=5000)","Index(['Gender_Female', 'Gender_Male', 'Ethnicity_Asian', 'Ethnicity_White',
       '0', '1', '2', '4', '5', '8', '12', '15'],
      dtype='object')"
SKGENETICSOPT,turing_binary,binary,logloss,4,120.0,20.216635489463805,10000,26,2,5000,5000,12,0.5706836185005792,0.574155,turing.csv,"LogisticRegression(C=0.05852271765584664, max_iter=5000)","Index(['Gender_Female', 'Ethnicity_Asian', 'Ethnicity_White', '0', '1', '2',
       '4', '5', '8', '10', '11', '15'],
      dtype='object')"
SKGENETICSOPT,ECG5000,binary,logloss,0,120.0,34.45692631006241,4998,140,2,2499,2499,74,0.034534028429598754,0.04336,ECG5000.csv,"LogisticRegression(C=0.16954835564281784, max_iter=5000)","Index(['col_1', 'col_2', 'col_3', 'col_4', 'col_5', 'col_6', 'col_8', 'col_9',
       'col_10', 'col_11', 'col_12', 'col_13', 'col_14', 'col_18', 'col_19',
       'col_22', 'col_26', 'col_28', 'col_30', 'col_32', 'col_37', 'col_38',
       'col_39', 'col_40', 'col_41', 'col_47', 'col_49', 'col_50', 'col_52',
       'col_53', 'col_54', 'col_57', 'col_59', 'col_64', 'col_66', 'col_67',
       'col_69', 'col_70', 'col_71', 'col_72', 'col_73', 'col_74', 'col_75',
       'col_79', 'col_82', 'col_87', 'col_90', 'col_94', 'col_95', 'col_99',
       'col_100', 'col_101', 'col_103', 'col_105', 'col_107', 'col_108',
       'col_109', 'col_110', 'col_112', 'col_115', 'col_116', 'col_117',
       'col_118', 'col_119', 'col_124', 'col_125', 'col_126', 'col_128',
       'col_131', 'col_132', 'col_133', 'col_136', 'col_137', 'col_139'],
      dtype='object')"
SKGENETICSOPT,ECG5000,binary,logloss,1,120.0,34.326713502407074,4998,140,2,2499,2499,59,0.03755270624958125,0.046216,ECG5000.csv,"LogisticRegression(C=0.13608821271079982, max_iter=5000)","Index(['col_0', 'col_1', 'col_2', 'col_3', 'col_5', 'col_6', 'col_11',
       'col_15', 'col_17', 'col_19', 'col_24', 'col_26', 'col_28', 'col_31',
       'col_32', 'col_34', 'col_37', 'col_39', 'col_40', 'col_41', 'col_44',
       'col_45', 'col_50', 'col_53', 'col_54', 'col_57', 'col_59', 'col_60',
       'col_64', 'col_65', 'col_67', 'col_70', 'col_72', 'col_73', 'col_82',
       'col_85', 'col_87', 'col_90', 'col_91', 'col_92', 'col_95', 'col_99',
       'col_100', 'col_101', 'col_109', 'col_110', 'col_118', 'col_125',
       'col_126', 'col_128', 'col_130', 'col_131', 'col_132', 'col_133',
       'col_135', 'col_136', 'col_137', 'col_138', 'col_139'],
      dtype='object')"
SKGENETICSOPT,ECG5000,binary,logloss,2,120.0,34.59643686612447,4998,140,2,2499,2499,75,0.03644156146722098,0.042814,ECG5000.csv,"LogisticRegression(C=0.125534488713817, max_iter=5000)","Index(['col_0', 'col_1', 'col_3', 'col_4', 'col_5', 'col_6', 'col_7', 'col_10',
       'col_11', 'col_12', 'col_13', 'col_15', 'col_16', 'col_18', 'col_19',
       'col_21', 'col_22', 'col_23', 'col_25', 'col_27', 'col_29', 'col_30',
       'col_31', 'col_32', 'col_37', 'col_38', 'col_39', 'col_40', 'col_43',
       'col_45', 'col_47', 'col_48', 'col_51', 'col_54', 'col_59', 'col_62',
       'col_63', 'col_64', 'col_65', 'col_66', 'col_67', 'col_68', 'col_69',
       'col_70', 'col_72', 'col_73', 'col_75', 'col_77', 'col_81', 'col_91',
       'col_92', 'col_94', 'col_95', 'col_97', 'col_98', 'col_99', 'col_101',
       'col_103', 'col_108', 'col_109', 'col_111', 'col_112', 'col_114',
       'col_116', 'col_118', 'col_124', 'col_125', 'col_126', 'col_127',
       'col_130', 'col_131', 'col_132', 'col_134', 'col_138', 'col_139'],
      dtype='object')"
SKGENETICSOPT,ECG5000,binary,logloss,3,120.0,34.41020538806915,4998,140,2,2499,2499,63,0.03402771931455763,0.042784,ECG5000.csv,"LogisticRegression(C=0.1665388388578546, max_iter=5000)","Index(['col_1', 'col_3', 'col_4', 'col_5', 'col_6', 'col_8', 'col_9', 'col_10',
       'col_11', 'col_12', 'col_13', 'col_16', 'col_17', 'col_18', 'col_21',
       'col_22', 'col_26', 'col_27', 'col_31', 'col_32', 'col_37', 'col_38',
       'col_39', 'col_40', 'col_41', 'col_45', 'col_49', 'col_50', 'col_53',
       'col_55', 'col_57', 'col_58', 'col_62', 'col_64', 'col_66', 'col_67',
       'col_71', 'col_74', 'col_76', 'col_77', 'col_78', 'col_80', 'col_82',
       'col_83', 'col_84', 'col_88', 'col_90', 'col_92', 'col_95', 'col_97',
       'col_98', 'col_103', 'col_118', 'col_124', 'col_126', 'col_127',
       'col_128', 'col_130', 'col_132', 'col_133', 'col_134', 'col_137',
       'col_139'],
      dtype='object')"
SKGENETICSOPT,ECG5000,binary,logloss,4,120.0,34.300192801157635,4998,140,2,2499,2499,72,0.03760990399881728,0.045396,ECG5000.csv,"LogisticRegression(C=0.09711205289386647, max_iter=5000)","Index(['col_1', 'col_2', 'col_3', 'col_4', 'col_5', 'col_7', 'col_8', 'col_9',
       'col_11', 'col_12', 'col_15', 'col_18', 'col_19', 'col_20', 'col_21',
       'col_24', 'col_25', 'col_26', 'col_28', 'col_29', 'col_32', 'col_34',
       'col_37', 'col_39', 'col_40', 'col_44', 'col_47', 'col_49', 'col_50',
       'col_51', 'col_53', 'col_54', 'col_55', 'col_56', 'col_58', 'col_61',
       'col_63', 'col_64', 'col_72', 'col_73', 'col_74', 'col_75', 'col_76',
       'col_77', 'col_81', 'col_82', 'col_86', 'col_90', 'col_92', 'col_93',
       'col_94', 'col_99', 'col_100', 'col_101', 'col_102', 'col_105',
       'col_109', 'col_114', 'col_117', 'col_119', 'col_124', 'col_125',
       'col_126', 'col_129', 'col_131', 'col_132', 'col_133', 'col_135',
       'col_136', 'col_137', 'col_138', 'col_139'],
      dtype='object')"
SKGENETICSOPT,default-of-credit-card-clients,binary,logloss,0,120.0,33.16208600203196,30000,23,2,15000,15000,14,0.4656616924742088,0.466665,default.csv,"LogisticRegression(C=0.05286683470701212, max_iter=5000)","Index(['x1', 'x2', 'x3', 'x4', 'x5', 'x6', 'x7', 'x8', 'x12', 'x14', 'x17',
       'x18', 'x19', 'x22'],
      dtype='object')"
SKGENETICSOPT,default-of-credit-card-clients,binary,logloss,1,120.0,32.719369900226596,30000,23,2,15000,15000,17,0.46521768809229924,0.466462,default.csv,"LogisticRegression(C=0.07148009821125066, max_iter=5000)","Index(['x1', 'x2', 'x3', 'x4', 'x5', 'x6', 'x7', 'x8', 'x9', 'x12', 'x13',
       'x14', 'x16', 'x18', 'x19', 'x22', 'x23'],
      dtype='object')"
SKGENETICSOPT,default-of-credit-card-clients,binary,logloss,2,120.0,33.442954353491466,30000,23,2,15000,15000,16,0.4657960171481316,0.466394,default.csv,"LogisticRegression(C=0.024668387245129653, max_iter=5000)","Index(['x1', 'x2', 'x3', 'x4', 'x5', 'x6', 'x7', 'x8', 'x11', 'x12', 'x16',
       'x18', 'x19', 'x20', 'x21', 'x22'],
      dtype='object')"
SKGENETICSOPT,default-of-credit-card-clients,binary,logloss,3,120.0,33.223482592900595,30000,23,2,15000,15000,16,0.46582048629568173,0.466555,default.csv,"LogisticRegression(C=0.022118995765595444, max_iter=5000)","Index(['x1', 'x2', 'x3', 'x4', 'x5', 'x6', 'x7', 'x8', 'x9', 'x10', 'x12',
       'x16', 'x17', 'x18', 'x19', 'x23'],
      dtype='object')"
SKGENETICSOPT,default-of-credit-card-clients,binary,logloss,4,120.0,33.281941346327464,30000,23,2,15000,15000,16,0.46554522336110216,0.466432,default.csv,"LogisticRegression(C=0.03334919097269206, max_iter=5000)","Index(['x1', 'x2', 'x3', 'x4', 'x5', 'x6', 'x7', 'x8', 'x9', 'x10', 'x12',
       'x14', 'x17', 'x18', 'x19', 'x22'],
      dtype='object')"
SKGENETICSOPT,heloc,binary,logloss,0,120.0,21.800245761871338,10000,22,2,5000,5000,19,0.564645825737942,0.573155,heloc.csv,"LogisticRegression(C=0.32152671428131663, max_iter=5000)","Index(['ExternalRiskEstimate', 'MSinceOldestTradeOpen', 'AverageMInFile',
       'NumSatisfactoryTrades', 'NumTrades60Ever2DerogPubRec',
       'NumTrades90Ever2DerogPubRec', 'PercentTradesNeverDelq',
       'MSinceMostRecentDelq', 'MaxDelq2PublicRecLast12M', 'NumTotalTrades',
       'NumTradesOpeninLast12M', 'PercentInstallTrades',
       'MSinceMostRecentInqexcl7days', 'NumInqLast6M', 'NumInqLast6Mexcl7days',
       'NetFractionRevolvingBurden', 'NumRevolvingTradesWBalance',
       'NumInstallTradesWBalance', 'NumBank2NatlTradesWHighUtilization'],
      dtype='object')"
SKGENETICSOPT,heloc,binary,logloss,1,120.0,21.766451994578045,10000,22,2,5000,5000,16,0.5649903002692264,0.573421,heloc.csv,"LogisticRegression(C=2.8188957207566867, max_iter=5000)","Index(['ExternalRiskEstimate', 'MSinceOldestTradeOpen', 'AverageMInFile',
       'NumSatisfactoryTrades', 'NumTrades60Ever2DerogPubRec',
       'NumTrades90Ever2DerogPubRec', 'PercentTradesNeverDelq',
       'MSinceMostRecentDelq', 'NumTotalTrades', 'NumTradesOpeninLast12M',
       'PercentInstallTrades', 'MSinceMostRecentInqexcl7days', 'NumInqLast6M',
       'NumInqLast6Mexcl7days', 'NetFractionRevolvingBurden',
       'NumRevolvingTradesWBalance'],
      dtype='object')"
SKGENETICSOPT,heloc,binary,logloss,2,120.0,22.11692958275477,10000,22,2,5000,5000,17,0.5641748527729271,0.571725,heloc.csv,"LogisticRegression(C=2.080037658355324, max_iter=5000)","Index(['ExternalRiskEstimate', 'MSinceOldestTradeOpen',
       'MSinceMostRecentTradeOpen', 'AverageMInFile', 'NumSatisfactoryTrades',
       'NumTrades90Ever2DerogPubRec', 'PercentTradesNeverDelq',
       'MaxDelq2PublicRecLast12M', 'NumTradesOpeninLast12M',
       'PercentInstallTrades', 'MSinceMostRecentInqexcl7days', 'NumInqLast6M',
       'NumInqLast6Mexcl7days', 'NetFractionRevolvingBurden',
       'NumRevolvingTradesWBalance', 'NumInstallTradesWBalance',
       'NumBank2NatlTradesWHighUtilization'],
      dtype='object')"
SKGENETICSOPT,heloc,binary,logloss,3,120.0,21.949793136119844,10000,22,2,5000,5000,17,0.5655064191782848,0.571869,heloc.csv,"LogisticRegression(C=1.7005432466426074, max_iter=5000)","Index(['ExternalRiskEstimate', 'MSinceOldestTradeOpen',
       'MSinceMostRecentTradeOpen', 'AverageMInFile', 'NumSatisfactoryTrades',
       'NumTrades60Ever2DerogPubRec', 'PercentTradesNeverDelq',
       'MaxDelq2PublicRecLast12M', 'NumTradesOpeninLast12M',
       'PercentInstallTrades', 'MSinceMostRecentInqexcl7days', 'NumInqLast6M',
       'NumInqLast6Mexcl7days', 'NetFractionRevolvingBurden',
       'NetFractionInstallBurden', 'NumRevolvingTradesWBalance',
       'NumInstallTradesWBalance'],
      dtype='object')"
SKGENETICSOPT,heloc,binary,logloss,4,120.0,22.57271875143051,10000,22,2,5000,5000,14,0.5645537015167412,0.571781,heloc.csv,"LogisticRegression(C=2.587596417356516, max_iter=5000)","Index(['ExternalRiskEstimate', 'MSinceMostRecentTradeOpen', 'AverageMInFile',
       'NumSatisfactoryTrades', 'NumTrades60Ever2DerogPubRec',
       'MaxDelq2PublicRecLast12M', 'NumTradesOpeninLast12M',
       'PercentInstallTrades', 'MSinceMostRecentInqexcl7days', 'NumInqLast6M',
       'NumInqLast6Mexcl7days', 'NetFractionRevolvingBurden',
       'NumRevolvingTradesWBalance', 'NumBank2NatlTradesWHighUtilization'],
      dtype='object')"
SKGENETICSOPT,shrutime,binary,logloss,0,120.0,23.002205363909404,10000,28,2,5000,5000,13,0.3756762667283268,0.371883,shrutime.csv,"LogisticRegression(C=999.999999999999, max_iter=5000)","Index(['CreditScore', 'Age', 'Geography_Germany', 'IsActiveMember_0',
       'Tenure_0', 'Tenure_7', 'Tenure_9', 'Gender_Male', 'HasCrCard_0',
       'HasCrCard_1', 'NumOfProducts_1', 'NumOfProducts_3', 'NumOfProducts_4'],
      dtype='object')"
SKGENETICSOPT,shrutime,binary,logloss,1,120.0,23.018391982714334,10000,28,2,5000,5000,15,0.3756376764272985,0.372113,shrutime.csv,"LogisticRegression(C=714.2565501486768, max_iter=5000)","Index(['CreditScore', 'Age', 'Geography_Germany', 'IsActiveMember_1',
       'Tenure_3', 'Tenure_6', 'Tenure_7', 'Tenure_8', 'Tenure_9',
       'Gender_Female', 'HasCrCard_0', 'NumOfProducts_1', 'NumOfProducts_2',
       'NumOfProducts_3', 'NumOfProducts_4'],
      dtype='object')"
SKGENETICSOPT,shrutime,binary,logloss,2,120.0,23.172800532976787,10000,28,2,5000,5000,13,0.37579833310562816,0.372294,shrutime.csv,"LogisticRegression(C=867.4908978637277, max_iter=5000)","Index(['Age', 'Geography_Germany', 'IsActiveMember_1', 'Tenure_1', 'Tenure_4',
       'Tenure_7', 'Tenure_8', 'Tenure_9', 'Gender_Male', 'HasCrCard_0',
       'NumOfProducts_2', 'NumOfProducts_3', 'NumOfProducts_4'],
      dtype='object')"
SKGENETICSOPT,shrutime,binary,logloss,3,120.0,23.484688301881153,10000,28,2,5000,5000,14,0.3750604080407899,0.372053,shrutime.csv,"LogisticRegression(C=603.7444273803167, max_iter=5000)","Index(['CreditScore', 'Age', 'EstimatedSalary', 'Geography_Germany',
       'IsActiveMember_1', 'Tenure_1', 'Tenure_4', 'Tenure_7', 'Tenure_9',
       'Gender_Male', 'HasCrCard_0', 'NumOfProducts_1', 'NumOfProducts_2',
       'NumOfProducts_4'],
      dtype='object')"
SKGENETICSOPT,shrutime,binary,logloss,4,120.0,23.792860039075215,10000,28,2,5000,5000,16,0.3755522615045558,0.372445,shrutime.csv,"LogisticRegression(C=826.5548526002661, max_iter=5000)","Index(['CreditScore', 'Age', 'EstimatedSalary', 'Geography_Germany',
       'IsActiveMember_1', 'Tenure_2', 'Tenure_3', 'Tenure_7', 'Tenure_8',
       'Tenure_9', 'Gender_Male', 'HasCrCard_0', 'HasCrCard_1',
       'NumOfProducts_1', 'NumOfProducts_2', 'NumOfProducts_4'],
      dtype='object')"
SKGENETICSOPT,Insurance,binary,logloss,0,120.0,36.33593098719915,23548,73,2,11774,11774,42,0.5489215865426889,0.558235,Insurance.csv,"LogisticRegression(C=0.004346694676755722, max_iter=5000)","Index(['City_Code_C1', 'City_Code_C12', 'City_Code_C13', 'City_Code_C14',
       'City_Code_C16', 'City_Code_C17', 'City_Code_C22', 'City_Code_C23',
       'City_Code_C24', 'City_Code_C28', 'City_Code_C3', 'City_Code_C30',
       'City_Code_C31', 'City_Code_C32', 'City_Code_C33', 'City_Code_C36',
       'City_Code_C6', 'City_Code_C8', 'City_Code_C9',
       'Reco_Insurance_Type_Individual', 'Reco_Insurance_Type_Joint',
       'Is_Spouse_Yes', 'Health Indicator_X1', 'Health Indicator_X3',
       'Health Indicator_X5', 'Health Indicator_X7', 'Health Indicator_X8',
       'Health Indicator_X9', 'Holding_Policy_Duration_1.0',
       'Holding_Policy_Duration_10.0', 'Holding_Policy_Duration_11.0',
       'Holding_Policy_Duration_12.0', 'Holding_Policy_Duration_13.0',
       'Holding_Policy_Duration_14+', 'Holding_Policy_Duration_2.0',
       'Holding_Policy_Duration_3.0', 'Holding_Policy_Duration_4.0',
       'Holding_Policy_Duration_5.0', 'Holding_Policy_Duration_8.0',
       'Holding_Policy_Duration_9.0', 'Holding_Policy_Type_2.0',
       'Holding_Policy_Type_4.0'],
      dtype='object')"
SKGENETICSOPT,Insurance,binary,logloss,1,120.0,36.4837061325709,23548,73,2,11774,11774,36,0.5489394845656719,0.558229,Insurance.csv,"LogisticRegression(C=0.005418174517302011, max_iter=5000)","Index(['City_Code_C10', 'City_Code_C11', 'City_Code_C13', 'City_Code_C15',
       'City_Code_C18', 'City_Code_C21', 'City_Code_C24', 'City_Code_C26',
       'City_Code_C28', 'City_Code_C29', 'City_Code_C3', 'City_Code_C31',
       'City_Code_C32', 'City_Code_C33', 'City_Code_C34', 'City_Code_C36',
       'City_Code_C4', 'City_Code_C7', 'City_Code_C8',
       'Accomodation_Type_Rented', 'Reco_Insurance_Type_Individual',
       'Reco_Insurance_Type_Joint', 'Health Indicator_X6',
       'Health Indicator_X7', 'Holding_Policy_Duration_1.0',
       'Holding_Policy_Duration_10.0', 'Holding_Policy_Duration_13.0',
       'Holding_Policy_Duration_14+', 'Holding_Policy_Duration_14.0',
       'Holding_Policy_Duration_2.0', 'Holding_Policy_Duration_3.0',
       'Holding_Policy_Duration_5.0', 'Holding_Policy_Duration_7.0',
       'Holding_Policy_Duration_8.0', 'Holding_Policy_Type_2.0',
       'Holding_Policy_Type_3.0'],
      dtype='object')"
